"","STUDENTID","AGE","GENDER","HS_TYPE","SCHOLARSHIP","WORK","ACTIVITY","PARTNER","SALARY","TRANSPORT","LIVING","MOTHER_EDU","FATHER_EDU","X._SIBLINGS","KIDS","MOTHER_JOB","FATHER_JOB","STUDY_HRS","READ_FREQ","READ_FREQ_SCI","ATTEND_DEPT","IMPACT","ATTEND","PREP_STUDY","PREP_EXAM","NOTES","LISTENS","LIKES_DISCUSS","CLASSROOM","CUML_GPA","EXP_GPA","COURSE.ID","GRADE"
"792","STUDENT792","<18 yrs","Male","Home School","Merit","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","High School","Primary","1","One","Laborer","Clerk","5 to 7","Never","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Quiet","2.5-3.0","<2.0",6,"B"
"793","STUDENT793",">20 yrs","Female","Home School","Partial","Yes","No","No","RS.60k-RS.80k","Public","Dorm","No Schooling","Secondary","0","One","Manager","Laborer","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Often","Quiet",">3.5","2.5-3.0",6,"B"
"794","STUDENT794","18-22 yrs","Male","Private","Merit","Yes","Yes","Yes","RS.40k-RS.60k","Public","House","Primary","Secondary","4+","One","Laborer","Manager","less than 1","Sometimes","Never","Never","Low","Regular","Moderate","Low","Sometimes","Often","Often","Noisy","2.0-2.5","3.0-3.5",6,"B"
"795","STUDENT795",">20 yrs","Male","Home School","Partial","Yes","No","No","RS.20k-RS.40k","Public","Apartment","High School","No Schooling","1","One","Laborer","Clerk","3 to 5","Often","Often","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Often","Moderate","2.5-3.0","2.5-3.0",6,"D"
"796","STUDENT796",">20 yrs","Female","Home School","None","Yes","Yes","No","RS.60k-RS.80k","Public","Apartment","Primary","Secondary","3","More than 1","Laborer","Manager","5 to 7","Never","Never","Often","Low","Regular","High","Moderate","Often","Sometimes","Often","Quiet",">3.5","2.5-3.0",6,"B"
"797","STUDENT797","<18 yrs","Male","Public","Merit","Yes","Yes","Yes",">RS.80k","Public","Dorm","No Schooling","Primary","2","One","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Often","Low","Regular","Moderate","Low","Often","Sometimes","Often","Moderate","2.5-3.0","2.5-3.0",6,"D"
"798","STUDENT798","18-22 yrs","Male","Public","Merit","Yes","No","Yes","RS.20k-RS.40k","Public","House","No Schooling","Undergraduate","3","None","Laborer","Laborer","1 to 3","Often","Never","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","3.0-3.5","<2.0",6,"D"
"799","STUDENT799","<18 yrs","Male","Home School","Full","Yes","No","No","RS.20k-RS.40k","Public","Dorm","High School","High School","2","None","Manager","Clerk","less than 1","Often","Sometimes","Never","Low","Regular","High","Moderate","Sometimes","Never","Sometimes","Noisy","2.0-2.5","2.5-3.0",6,"B"
"800","STUDENT800",">20 yrs","Male","Private","Partial","Yes","Yes","Yes","RS.60k-RS.80k","Private","Apartment","No Schooling","Undergraduate","1","None","Manager","Laborer","1 to 3","Sometimes","Sometimes","Often","Low","Irregular","High","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","3.0-3.5",6,"B"
"801","STUDENT801","<18 yrs","Female","Private","Merit","No","No","No","RS.20k-RS.40k","Public","Dorm","Primary","Secondary","3","More than 1","Laborer","Manager","3 to 5","Often","Often","Never","Low","Irregular","Low","Low","Often","Often","Sometimes","Moderate","2.0-2.5","<2.0",6,"C"
"802","STUDENT802","<18 yrs","Male","Home School","None","Yes","Yes","No","RS.40k-RS.60k","Public","Dorm","High School","Secondary","3","None","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","High","Regular","Moderate","Low","Often","Often","Often","Moderate","3.0-3.5","2.5-3.0",7,"C+"
"803","STUDENT803",">20 yrs","Male","Home School","Full","No","Yes","Yes","RS.20k-RS.40k","Private","Dorm","Primary","No Schooling","1","More than 1","Laborer","Clerk","5 to 7","Never","Never","Never","High","Regular","High","Low","Sometimes","Often","Never","Moderate","3.0-3.5","<2.0",7,"B"
"804","STUDENT804","<18 yrs","Male","Private","Need-based","No","Yes","Yes","RS.20k-RS.40k","Public","Apartment","Secondary","Primary","3","One","Laborer","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Often","Sometimes","Noisy",">3.5","3.0-3.5",7,"D"
"805","STUDENT805",">20 yrs","Female","Home School","Merit","No","Yes","No","RS.60k-RS.80k","Public","Dorm","High School","No Schooling","2","One","Laborer","Clerk","5 to 7","Sometimes","Often","Never","Low","Regular","High","Low","Often","Often","Sometimes","Noisy","3.0-3.5","2.5-3.0",7,"B"
"806","STUDENT806","18-22 yrs","Male","Private","Partial","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","Secondary","High School","1","More than 1","Unemployed","Laborer","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","<2.0","<2.0",7,"D"
"807","STUDENT807",">20 yrs","Male","Home School","Partial","No","Yes","Yes","RS.60k-RS.80k","Public","Apartment","High School","Primary","4+","More than 1","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Moderate","High","Often","Often","Often","Noisy",">3.5","2.0-2.5",7,"C"
"808","STUDENT808","18-22 yrs","Female","Private","Merit","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","Secondary","No Schooling","4+","One","Laborer","Unemployed","1 to 3","Never","Never","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","3.0-3.5","2.5-3.0",7,"D"
"809","STUDENT809","<18 yrs","Female","Private","None","Yes","Yes","Yes","RS.60k-RS.80k","Walk","Apartment","Secondary","Secondary","1","One","Manager","Unemployed","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Moderate",">3.5","3.0-3.5",7,"B"
"810","STUDENT810",">20 yrs","Female","Home School","Partial","Yes","No","No","RS.60k-RS.80k","Public","Dorm","No Schooling","High School","1","One","Unemployed","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","2.5-3.0",7,"C"
"811","STUDENT811","18-22 yrs","Male","Public","Partial","Yes","No","No","<RS.20k","Public","Dorm","High School","High School","0","None","Clerk","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Moderate","Often","Never","Sometimes","Noisy",">3.5","2.0-2.5",7,"C+"
"812","STUDENT812",">20 yrs","Male","Home School","Need-based","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","Primary","Undergraduate","2","More than 1","Laborer","Laborer","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Often","Never","Often","Noisy","2.5-3.0","2.5-3.0",7,"C"
"813","STUDENT813",">20 yrs","Female","Private","Partial","Yes","No","Yes","RS.60k-RS.80k","Private","House","High School","Secondary","0","One","Manager","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Often","Sometimes","Noisy","3.0-3.5","2.5-3.0",7,"C+"
"814","STUDENT814",">20 yrs","Female","Public","None","No","No","Yes","RS.20k-RS.40k","Public","Apartment","High School","No Schooling","4+","None","Laborer","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Often","Moderate",">3.5","3.0-3.5",7,"D"
"815","STUDENT815","18-22 yrs","Female","Private","Full","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","Primary","High School","3","One","Clerk","Laborer","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy","2.0-2.5","3.0-3.5",7,"D"
"816","STUDENT816",">20 yrs","Female","Public","Full","No","Yes","Yes","RS.20k-RS.40k","Public","Apartment","Secondary","Primary","3","None","Laborer","Clerk","1 to 3","Sometimes","Never","Never","Low","Regular","Low","Low","Often","Often","Often","Moderate","2.0-2.5","2.0-2.5",7,"C"
"817","STUDENT817","<18 yrs","Male","Home School","Full","Yes","Yes","Yes",">RS.80k","Public","Dorm","Primary","Primary","4+","None","Laborer","Professional","5 to 7","Sometimes","Often","Never","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Noisy",">3.5","3.0-3.5",7,"C"
"818","STUDENT818",">20 yrs","Female","Private","Merit","No","No","Yes","RS.20k-RS.40k","Private","House","No Schooling","High School","0","More than 1","Laborer","Unemployed","5 to 7","Sometimes","Often","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","2.0-2.5",7,"C+"
"819","STUDENT819","<18 yrs","Female","Private","Partial","Yes","No","No","RS.40k-RS.60k","Private","House","Primary","Primary","2","One","Manager","Laborer","less than 1","Often","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",7,"D"
"820","STUDENT820",">20 yrs","Female","Private","Need-based","No","Yes","No",">RS.80k","Public","House","No Schooling","Secondary","3","None","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Quiet","2.5-3.0","3.0-3.5",7,"C+"
"821","STUDENT821",">20 yrs","Female","Public","Merit","Yes","No","No","RS.60k-RS.80k","Walk","Apartment","No Schooling","High School","1","More than 1","Laborer","Professional","less than 1","Often","Sometimes","Never","Low","Regular","Moderate","Low","Often","Never","Sometimes","Quiet","3.0-3.5","3.0-3.5",7,"B"
"822","STUDENT822","<18 yrs","Female","Private","Merit","Yes","Yes","No",">RS.80k","Walk","Apartment","No Schooling","High School","1","More than 1","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Often","Moderate","2.0-2.5","<2.0",7,"C+"
"823","STUDENT823","<18 yrs","Male","Public","Full","Yes","Yes","Yes","RS.20k-RS.40k","Private","House","No Schooling","No Schooling","1","One","Clerk","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Sometimes","Sometimes","Quiet","2.5-3.0","2.0-2.5",7,"D"
"824","STUDENT824","18-22 yrs","Male","Public","Need-based","Yes","Yes","No","RS.40k-RS.60k","Public","House","Secondary","Secondary","0","One","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Often","Sometimes","Quiet","2.0-2.5","<2.0",7,"C+"
"825","STUDENT825","18-22 yrs","Female","Public","None","Yes","Yes","No","RS.60k-RS.80k","Public","Apartment","Secondary","No Schooling","0","None","Manager","Manager","5 to 7","Sometimes","Sometimes","Often","Low","Regular","Low","Low","Often","Never","Sometimes","Quiet","2.5-3.0","2.5-3.0",7,"C"
"826","STUDENT826",">20 yrs","Female","Home School","Need-based","Yes","Yes","No",">RS.80k","Public","Apartment","Secondary","Secondary","3","None","Laborer","Unemployed","less than 1","Often","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Often","Moderate","3.0-3.5","2.0-2.5",7,"D"
"827","STUDENT827",">20 yrs","Male","Private","Full","Yes","Yes","Yes","RS.20k-RS.40k","Private","Apartment","Primary","High School","0","One","Clerk","Laborer","less than 1","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Often","Sometimes","Moderate","<2.0","3.0-3.5",7,"D"
"828","STUDENT828","<18 yrs","Female","Public","Partial","No","No","Yes","RS.20k-RS.40k","Public","Dorm","Secondary","Primary","3","One","Laborer","Manager","less than 1","Often","Sometimes","Never","Low","Irregular","Low","Moderate","Sometimes","Never","Often","Quiet","2.5-3.0","3.0-3.5",7,"C"
"829","STUDENT829",">20 yrs","Male","Public","Full","Yes","No","Yes","<RS.20k","Public","Apartment","Secondary","Primary","0","None","Laborer","Unemployed","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Moderate","Sometimes","Sometimes","Sometimes","Quiet","3.0-3.5","2.0-2.5",7,"C+"
"830","STUDENT830","<18 yrs","Female","Public","Partial","No","No","Yes","RS.60k-RS.80k","Public","House","No Schooling","Secondary","4+","None","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Often","Sometimes","Quiet","3.0-3.5","2.5-3.0",7,"D"
"831","STUDENT831",">20 yrs","Male","Private","Merit","Yes","No","No","RS.60k-RS.80k","Private","Dorm","Secondary","Primary","0","More than 1","Unemployed","Professional","5 to 7","Often","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Often","Never","Moderate","2.5-3.0","<2.0",7,"B"
"832","STUDENT832","18-22 yrs","Female","Private","Full","Yes","No","No","<RS.20k","Private","Apartment","High School","High School","1","None","Laborer","Professional","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Moderate","Often","Sometimes","Often","Quiet","3.0-3.5","<2.0",7,"B"
"833","STUDENT833","<18 yrs","Male","Home School","Partial","Yes","Yes","Yes","<RS.20k","Walk","Apartment","Primary","High School","1","More than 1","Unemployed","Professional","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Sometimes","Sometimes","Quiet","2.0-2.5","2.5-3.0",7,"D"
"834","STUDENT834",">20 yrs","Male","Home School","Full","Yes","No","Yes","RS.20k-RS.40k","Public","Apartment","No Schooling","Secondary","0","One","Clerk","Laborer","less than 1","Sometimes","Sometimes","Often","Moderate","Regular","Low","Low","Often","Never","Often","Noisy","3.0-3.5","<2.0",7,"C"
"835","STUDENT835","<18 yrs","Female","Public","Full","No","Yes","Yes","RS.40k-RS.60k","Bike","House","High School","No Schooling","1","More than 1","Laborer","Unemployed","3 to 5","Never","Never","Often","High","Regular","High","Low","Often","Often","Often","Quiet","3.0-3.5","2.0-2.5",7,"D"
"836","STUDENT836","<18 yrs","Male","Home School","Merit","Yes","Yes","No","<RS.20k","Walk","Apartment","Primary","High School","0","More than 1","Clerk","Laborer","3 to 5","Sometimes","Often","Often","High","Irregular","Low","Low","Sometimes","Sometimes","Never","Quiet","<2.0","<2.0",7,"B"
"837","STUDENT837","<18 yrs","Male","Private","None","No","No","No","<RS.20k","Public","Dorm","Primary","No Schooling","0","One","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Often","Moderate","Regular","Low","Low","Sometimes","Sometimes","Never","Moderate","<2.0","<2.0",7,"D"
"838","STUDENT838","18-22 yrs","Female","Public","Merit","No","Yes","No","RS.60k-RS.80k","Public","Dorm","Primary","No Schooling","1","One","Laborer","Laborer","5 to 7","Often","Sometimes","Often","High","Regular","Moderate","Moderate","Often","Sometimes","Often","Moderate","2.0-2.5","3.0-3.5",7,"C"
"839","STUDENT839","18-22 yrs","Female","Private","None","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","Primary","No Schooling","4+","More than 1","Laborer","Manager","1 to 3","Often","Often","Often","Low","Regular","Moderate","Low","Often","Often","Often","Quiet","2.0-2.5","2.0-2.5",7,"D"
"840","STUDENT840",">20 yrs","Female","Public","Full","Yes","No","Yes","<RS.20k","Public","Apartment","No Schooling","High School","0","More than 1","Unemployed","Clerk","5 to 7","Sometimes","Often","Often","Low","Irregular","High","Low","Sometimes","Often","Sometimes","Quiet","2.0-2.5","2.5-3.0",7,"C+"
"841","STUDENT841","18-22 yrs","Female","Private","Need-based","Yes","No","No","RS.60k-RS.80k","Walk","Apartment","Secondary","Primary","2","None","Manager","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Often","Sometimes","Moderate","2.5-3.0","<2.0",7,"B"
"842","STUDENT842","<18 yrs","Male","Private","None","Yes","No","Yes","<RS.20k","Public","Apartment","Primary","Secondary","1","One","Laborer","Professional","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Moderate","Sometimes","Sometimes","Often","Quiet","2.5-3.0","2.5-3.0",7,"D"
"843","STUDENT843","18-22 yrs","Male","Home School","Merit","No","No","Yes",">RS.80k","Private","House","Secondary","Secondary","1","More than 1","Clerk","Manager","less than 1","Never","Never","Never","Low","Irregular","Low","Low","Often","Often","Often","Moderate","2.0-2.5","2.5-3.0",7,"C+"
"844","STUDENT844",">20 yrs","Male","Private","Full","No","No","No","RS.20k-RS.40k","Private","Dorm","Secondary","No Schooling","4+","None","Laborer","Manager","3 to 5","Often","Often","Never","High","Regular","Low","Low","Never","Never","Never","Quiet","<2.0","3.0-3.5",7,"D"
"845","STUDENT845","18-22 yrs","Female","Home School","Partial","Yes","No","Yes","RS.20k-RS.40k","Public","Dorm","No Schooling","Secondary","1","More than 1","Laborer","Unemployed","less than 1","Never","Sometimes","Never","Moderate","Regular","High","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","<2.0",7,"D"
"846","STUDENT846","18-22 yrs","Male","Private","Merit","Yes","Yes","Yes","RS.20k-RS.40k","Public","Dorm","Primary","Primary","3","One","Unemployed","Unemployed","5 to 7","Sometimes","Often","Often","Low","Regular","High","Low","Often","Often","Sometimes","Quiet","<2.0","<2.0",7,"C"
"847","STUDENT847",">20 yrs","Female","Public","Need-based","No","No","No","RS.20k-RS.40k","Public","House","Primary","Secondary","1","More than 1","Manager","Clerk","3 to 5","Sometimes","Sometimes","Often","Low","Regular","High","Moderate","Often","Often","Sometimes","Quiet","2.5-3.0","<2.0",7,"C"
"848","STUDENT848","<18 yrs","Male","Public","Partial","No","No","Yes","RS.40k-RS.60k","Public","House","No Schooling","No Schooling","4+","More than 1","Laborer","Clerk","5 to 7","Sometimes","Often","Often","Low","Regular","Moderate","Moderate","Often","Sometimes","Often","Quiet","<2.0","2.5-3.0",7,"C"
"849","STUDENT849",">20 yrs","Female","Private","Need-based","No","No","No","RS.40k-RS.60k","Private","House","High School","Graduate","1","One","Manager","Clerk","5 to 7","Sometimes","Often","Never","Low","Regular","Low","Low","Often","Often","Often","Quiet","2.0-2.5","2.5-3.0",7,"C"
"850","STUDENT850","18-22 yrs","Female","Public","None","Yes","Yes","Yes","RS.40k-RS.60k","Walk","House","Secondary","Primary","1","None","Clerk","Manager","less than 1","Never","Never","Often","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Quiet","2.0-2.5","3.0-3.5",7,"B"
